phylum,class,genus,species,form,sample,image_name,image_info,image_url
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,egg,feces,Hnana_egg_tric_OR.jpg,"Egg of H. nana in a trichrome-stained stool specimen. Although trichrome is not the preferred method for observing helminth eggs, they can be detected this way. The eggs are distorted, probably due to the zinc polyvinyl alcohol (PVA) used for preserving specimens for trichrome stain. Images courtesy of the Oregon State Public Health Laboratory.",https://www.cdc.gov//dpdx/hymenolepiasis/images/3/Hnana_egg_tric_OR.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,egg,feces,Hnana_egg_tric2_OR.jpg,"Egg of H. nana in a trichrome-stained stool specimen. Although trichrome is not the preferred method for observing helminth eggs, they can be detected this way. The eggs are distorted, probably due to the zinc polyvinyl alcohol (PVA) used for preserving specimens for trichrome stain. Images courtesy of the Oregon State Public Health Laboratory.",https://www.cdc.gov//dpdx/hymenolepiasis/images/3/Hnana_egg_tric2_OR.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,egg,feces,H_nana_HE3.jpg,"Cross-sections of mature proglottids of H. nana stained with hematoxylin and eosin (H&E), taken at 100x. Note the craspedote (overlapping) proglottids.",https://www.cdc.gov//dpdx/hymenolepiasis/images/4/H_nana_HE3.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,egg,feces,H_nana_HE1.jpg,"Higher magnification of eggs within the proglottid in Figure A, taken at 400x.",https://www.cdc.gov//dpdx/hymenolepiasis/images/4/H_nana_HE1.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,egg,feces,H_nana_HE2.jpg,"Higher magnification of the eggs in Figures A and B, taken at 1000x, oil. Hooks do not stain with H&E but are refractile and may be visible in stained specimens with proper adjustment of the microscope. Polar filaments are visible in the egg in the upper right quadrant of the image.",https://www.cdc.gov//dpdx/hymenolepiasis/images/4/H_nana_HE2.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis diminuta,egg,feces,H_diminuta_proglottids_HE_BAM1.jpg,Proglottids of H. diminuta stained with carmine. Notice the craspedote form of the proglottids.,https://www.cdc.gov//dpdx/hymenolepiasis/images/4/H_diminuta_proglottids_HE_BAM1.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,adult,small intestine,H_nana_adult1.jpg,Three adult specimens of H. nana. Image courtesy of the Georgia Department of Public Health.,https://www.cdc.gov//dpdx/hymenolepiasis/images/5/H_nana_adult1.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,adult,small intestine,H_nana_scolex_DB1.jpg,Scolex of H. nana in an unstained wet mount of stool. Image courtesy of Dr. David Bruckner.,https://www.cdc.gov//dpdx/hymenolepiasis/images/5/H_nana_scolex_DB1.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,adult,small intestine,H_nana_scolex_DB2.jpg,"Higher magnification of the scolex in Figure B. In this image, two of the suckers and the rostellar hooks are clearly visible.",https://www.cdc.gov//dpdx/hymenolepiasis/images/5/H_nana_scolex_DB2.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis diminuta,egg,insects,Tribolium_confusum1.jpg,"Tribolium confusum, a common intermediate host for Hymenolepis spp. Tribolium and related genera breed in cereals, grains, and grain-based snack foods and are easily ingested by humans and rodents. Since these food products are usually not heated prior to consumption, cysticeroids within the beetles remain viable and infective. Image courtesy of Parasite and Diseases Image Library, Australia.",https://www.cdc.gov//dpdx/hymenolepiasis/images/6/Tribolium_confusum1.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis diminuta,egg,insects,Tribolium_castaneum.jpg,"Tribolium castaneum, another beetle commonly found in grain products that may serve as an intermediate host for Hymenolepis spp. Image courtesy of Parasite and Diseases Image Library, Australia.",https://www.cdc.gov//dpdx/hymenolepiasis/images/6/Tribolium_castaneum.jpg
