phylum,class,genus,species,form,sample,image_name,image_info,image_url
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,Gametocyte,Blood,Pf_gametocyte_thickA.jpg,Gametocyte of P. falciparum in a thick blood smear. Note also the presence of many ring-form trophozoites.,https://www.cdc.gov//dpdx/malaria/images/4/Pf_gametocyte_thickA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,Gametocyte,Blood,Pf_gametocyte_thinB.jpg,Gametocyte of P. falciparum in a thin blood smear. Also seen in this image are ring-form trophozoites exhibiting Maurer's clefts.,https://www.cdc.gov//dpdx/malaria/images/4/Pf_gametocyte_thinB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,Gametocyte,Blood,Pf_gametocyte_thinF.jpg,"Gametocytes of P. falciparum in a thin blood smear. The gametocyte in the upper right is undergoing exflagellation, a process that normally occurs in the mid-gut of the mosquito host. However, it may be observed in human blood specimens when there is a delay in processing the blood.",https://www.cdc.gov//dpdx/malaria/images/4/Pf_gametocyte_thinF.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,Gametocyte,Blood,Pf_gametocyte_thickB.jpg,Gametocytes of P. falciparum in a thick blood smear. Note also the presence of many ring-form trophozoites.,https://www.cdc.gov//dpdx/malaria/images/4/Pf_gametocyte_thickB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,Gametocyte,Blood,Pf_gametocyte_thinC.jpg,"Gametocyte of P. falciparum in a thin blood smear. In these specimens, Laveran's bibs can be seen.",https://www.cdc.gov//dpdx/malaria/images/4/Pf_gametocyte_thinC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,Gametocyte,Blood,Pf_gametocyte_thickC.jpg,Gametocytes of P. falciparum in a thick blood smear.,https://www.cdc.gov//dpdx/malaria/images/4/Pf_gametocyte_thickC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,Gametocyte,Blood,Pf_gametocyte_thinD.jpg,"Gametocytes of P. falciparum in a thin blood smear. In these specimens, Laveran's bibs can be seen.",https://www.cdc.gov//dpdx/malaria/images/4/Pf_gametocyte_thinD.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,Gametocyte,Blood,Pf_gametocyte_thinA.jpg,Gametocyte of P. falciparum in a thin blood smear. Also seen in this image are ring-form trophozoites and an RBC exhibiting basophilic stippling (upper left).,https://www.cdc.gov//dpdx/malaria/images/4/Pf_gametocyte_thinA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,Gametocyte,Blood,Pf_gametocyte_thinE.jpg,"Gametocyte of P. falciparum in a thin blood smear, showing Laveran's bib. Also seen in this image are ring-form trophozoites exhibiting Maurer's clefts.",https://www.cdc.gov//dpdx/malaria/images/4/Pf_gametocyte_thinE.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,Schizont,Blood,Pf_schizont_thinA.jpg,Schizont of P. falciparum in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/5/Pf_schizont_thinA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,Schizont,Blood,Pf_schizont_thinB.jpg,Schizont of P. falciparum in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/5/Pf_schizont_thinB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,Schizont,Blood,Pf_schizont_thinC.jpg,Schizont of P. falciparum in a thin blood smear. Trophozoites are also seen in this image.,https://www.cdc.gov//dpdx/malaria/images/5/Pf_schizont_thinC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,Trophozoites,Blood,Pk_rings_thin_NY1.jpg,"Ring-form trophozoites of P. knowlesi in a Giemsa-stained thin blood smear from a human patient that traveled to the Philippines. Note a multiply-infected RBC in this image. Image courtesy of the Wadsworth Center, New York State Department of Health.",https://www.cdc.gov//dpdx/malaria/images/6/Pk_rings_thin_NY1.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,Trophozoites,Blood,Pk_rings_thin_NY5.jpg,"Ring-form trophozoites of P. knowlesi in a Giemsa-stained thin blood smear from a human patient that traveled to the Philippines. Image courtesy of the Wadsworth Center, New York State Department of Health.",https://www.cdc.gov//dpdx/malaria/images/6/Pk_rings_thin_NY5.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,Trophozoites,Blood,Pk_rings_thin_NY2.jpg,"Ring-form trophozoite of P. knowlesi in a Giemsa-stained thin blood smear from a human patient that traveled to the Philippines. Image courtesy of the Wadsworth Center, New York State Department of Health.",https://www.cdc.gov//dpdx/malaria/images/6/Pk_rings_thin_NY2.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,Trophozoites,Blood,Pk_rings_thin_NY6.jpg,"Ring-form trophozoites of P. knowlesi in a Giemsa-stained thin blood smear from a human patient that traveled to the Philippines. Note a multiply-infected RBC in this image. Image courtesy of the Wadsworth Center, New York State Department of Health.",https://www.cdc.gov//dpdx/malaria/images/6/Pk_rings_thin_NY6.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,Trophozoites,Blood,Pk_rings_thin_NY3.jpg,"Ring-form trophozoites of P. knowlesi in a Giemsa-stained thin blood smear from a human patient that traveled to the Philippines. Note a multiply-infected RBC in this image. Image courtesy of the Wadsworth Center, New York State Department of Health.",https://www.cdc.gov//dpdx/malaria/images/6/Pk_rings_thin_NY3.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,Trophozoites,Blood,Pk_rings_thin_NY4.jpg,"Ring-form trophozoites of P. knowlesi in a Giemsa-stained thin blood smear from a human patient that traveled to the Philippines. Image courtesy of the Wadsworth Center, New York State Department of Health.",https://www.cdc.gov//dpdx/malaria/images/6/Pk_rings_thin_NY4.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,Trophozoites,Blood,Pk_troph_thin_NY1.jpg,"Band-form trophozoite of P. knowlesi in a Giemsa-stained thin blood smear from a human patient that traveled to the Philippines. Image courtesy of the Wadsworth Center, New York State Department of Health.",https://www.cdc.gov//dpdx/malaria/images/7/Pk_troph_thin_NY1.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,Trophozoites,Blood,Pk_troph_thin_NY2.jpg,"Band-form (upper) and ring-form (lower) trophozoites of P. knowlesi, from the same specimen as Figure A.",https://www.cdc.gov//dpdx/malaria/images/7/Pk_troph_thin_NY2.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,Gametocyte,Blood,Pk_gametocyte_thin_NY1.jpg,"Gametocyte of P. knowlesi in a Giemsa-stained thin blood smear from a patient that traveled to the Philippines. Image courtesy of the Wadsworth Center, New York State Department of Health.",https://www.cdc.gov//dpdx/malaria/images/8/Pk_gametocyte_thin_NY1.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,Gametocyte,Blood,Pk_gametocyte_thin_NY2.jpg,"Gametocyte of P. knowlesi in a Giemsa-stained thin blood smear from a patient that traveled to the Philippines. Note also a ring-form trophozoite in the lower left of this image. Image courtesy of the Wadsworth Center, New York State Department of Health.",https://www.cdc.gov//dpdx/malaria/images/8/Pk_gametocyte_thin_NY2.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,Schizont,Blood,Pk_schizont_thin_NY1.jpg,"Mature schizont in a Giemsa-stained thin blood smear from a patient that traveled to the Philippines.Images courtesy of the Wadsworth Center, New York State Department of Health.",https://www.cdc.gov//dpdx/malaria/images/9/Pk_schizont_thin_NY1.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,Schizont,Blood,Pk_schizont_thin_NY5.jpg,Developing schizont in a Giemsa-stained thin blood smear from the same patient as Figures A-D.,https://www.cdc.gov//dpdx/malaria/images/9/Pk_schizont_thin_NY5.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,Schizont,Blood,Pk_schizont_thin_NY2.jpg,"Mature schizont in a Giemsa-stained thin blood smear from a patient that traveled to the Philippines. Note also a ring-form trophozoite to the right of the schizont in this figure. Images courtesy of the Wadsworth Center, New York State Department of Health.",https://www.cdc.gov//dpdx/malaria/images/9/Pk_schizont_thin_NY2.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,Schizont,Blood,Pk_schizont_thin_NY3.jpg,Developing schizont in a Giemsa-stained thin blood smear from the same patient seen in Figures A and B.,https://www.cdc.gov//dpdx/malaria/images/9/Pk_schizont_thin_NY3.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,Schizont,Blood,Pk_schizont_thin_NY4.jpg,Mature schizont in a Giemsa-stained thin blood smear from the same patient seen in Figures A-C.,https://www.cdc.gov//dpdx/malaria/images/9/Pk_schizont_thin_NY4.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Trophozoites,Blood,Pm_ring_thickA.jpg,Ring-form (lower right) and developing (upper left) trophozoites of P. malariae in a thick blood smear.,https://www.cdc.gov//dpdx/malaria/images/10/Pm_ring_thickA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Trophozoites,Blood,Pm_ring_thinA.jpg,"""Birds-eye"" trophozoite of P. malariae in a thin blood smear.",https://www.cdc.gov//dpdx/malaria/images/10/Pm_ring_thinA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Trophozoites,Blood,Pm_ring_thinB.jpg,Ring-form trophozoite of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/10/Pm_ring_thinB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Trophozoites,Blood,Pm_ring_thinC.jpg,Ring-form trophozoite of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/10/Pm_ring_thinC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Trophozoites,Blood,Pm_troph_thickA.jpg,Trophozoite of P. malariae in a thick blood smear.,https://www.cdc.gov//dpdx/malaria/images/11/Pm_troph_thickA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Trophozoites,Blood,Pm_troph_thickB.jpg,Trophozoite of P. malariae in a thick blood smear.,https://www.cdc.gov//dpdx/malaria/images/11/Pm_troph_thickB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Trophozoites,Blood,Pm_bandA.jpg,Band-form trophozoite of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/12/Pm_bandA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Trophozoites,Blood,Pm_bandE.jpg,Band-form trophozoite of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/12/Pm_bandE.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Trophozoites,Blood,Pm_bandB.jpg,Band-form trophozoite of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/12/Pm_bandB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Trophozoites,Blood,Pm_bandC.jpg,Band-form trophozoite of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/12/Pm_bandC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Trophozoites,Blood,Pm_bandD.jpg,Band-form trophozoite of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/12/Pm_bandD.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Trophozoites,Blood,Pm_basketA.jpg,Basket-form trophozoite of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/13/Pm_basketA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Trophozoites,Blood,Pm_basketB.jpg,Basket-form trophozoite of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/13/Pm_basketB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Trophozoites,Blood,Pm_basketC.jpg,Basket-form trophozoite of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/13/Pm_basketC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Gametocyte,Blood,Pm_gametocyte_thickA.jpg,Gametocyte of P. malariae in a thick blood smear.,https://www.cdc.gov//dpdx/malaria/images/14/Pm_gametocyte_thickA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Gametocyte,Blood,Pm_gametocyte_thinC.jpg,Developing gametocyte of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/14/Pm_gametocyte_thinC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Gametocyte,Blood,Pm_gametocyte_thickB.jpg,Gametocyte of P. malariae in a thick blood smear.,https://www.cdc.gov//dpdx/malaria/images/14/Pm_gametocyte_thickB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Gametocyte,Blood,Pm_gametocyte_thinD.jpg,Developing gametocyte of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/14/Pm_gametocyte_thinD.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Gametocyte,Blood,Pm_gametocyte_thinA.jpg,Gametocyte of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/14/Pm_gametocyte_thinA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Gametocyte,Blood,Pm_gametocyte_thinB.jpg,Gametocyte of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/14/Pm_gametocyte_thinB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Schizont,Blood,Pm_schizont_thickA.jpg,Schizont of P. malariae in a thick blood smear.,https://www.cdc.gov//dpdx/malaria/images/15/Pm_schizont_thickA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Schizont,Blood,Pm_schizont_thinA.jpg,Schizonts of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/15/Pm_schizont_thinA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Schizont,Blood,Pm_schizont_thinE.jpg,Schizont of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/15/Pm_schizont_thinE.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Schizont,Blood,Pm_schizont_thickB.jpg,Schizont of P. malariae in a thick blood smear.,https://www.cdc.gov//dpdx/malaria/images/15/Pm_schizont_thickB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Schizont,Blood,Pm_schizont_thinB.jpg,Schizont of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/15/Pm_schizont_thinB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Schizont,Blood,Pm_schizont_thinF.jpg,Schizont of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/15/Pm_schizont_thinF.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Schizont,Blood,Pm_schizont_thickC.jpg,Schizonts of P. malariae in a thick blood smear.,https://www.cdc.gov//dpdx/malaria/images/15/Pm_schizont_thickC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Schizont,Blood,Pm_schizont_thinC.jpg,Schizont of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/15/Pm_schizont_thinC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Schizont,Blood,Pm_schizont_thickD.jpg,Schizont of P. malariae in a thick blood smear.,https://www.cdc.gov//dpdx/malaria/images/15/Pm_schizont_thickD.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,Schizont,Blood,Pm_schizont_thinD.jpg,Schizont of P. malariae in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/15/Pm_schizont_thinD.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Trophozoites,Blood,Po_rings_thickA.jpg,Ring-form trophozoite of P. ovale in a thick blood smear.,https://www.cdc.gov//dpdx/malaria/images/16/Po_rings_thickA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Trophozoites,Blood,Po_rings_thickB.jpg,Ring-form trophozoite of P. ovale in a thick blood smear.,https://www.cdc.gov//dpdx/malaria/images/16/Po_rings_thickB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Trophozoites,Blood,Po_rings_thinA.jpg,Ring-form trophozoites of P. ovale in a thin blood smear. Note the multiply-infected RBC in this image.,https://www.cdc.gov//dpdx/malaria/images/16/Po_rings_thinA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Trophozoites,Blood,Po_rings_thinB.jpg,Ring-form trophozoites of P. ovale in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/16/Po_rings_thinB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Trophozoites,Blood,Po_rings_thinC.jpg,Ring-form trophozoites of P. ovale in a thin blood smear. Note the multiply-infected RBC in this image.,https://www.cdc.gov//dpdx/malaria/images/16/Po_rings_thinC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Trophozoites,Blood,Po_troph_thickA.jpg,Trophozoite of P. ovale in a thick blood smear.,https://www.cdc.gov//dpdx/malaria/images/17/Po_troph_thickA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Trophozoites,Blood,Po_troph_thinA.jpg,Trophozoite of P. ovale in a thin blood smear. Note the fimbriation.,https://www.cdc.gov//dpdx/malaria/images/17/Po_troph_thinA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Trophozoites,Blood,Po_troph_thinB.jpg,Trophozoite of P. ovale in a thin blood smear. Note the fimbriation and Schüffner's dots.,https://www.cdc.gov//dpdx/malaria/images/17/Po_troph_thinB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Trophozoites,Blood,Po_troph_thinC.jpg,Trophozoite of P. ovale in a thin blood smear. Note the fimbriation and Schüffner's dots.,https://www.cdc.gov//dpdx/malaria/images/17/Po_troph_thinC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Trophozoites,Blood,Po_troph_thinD.jpg,Trophozoites of P. ovale in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/17/Po_troph_thinD.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Trophozoites,Blood,Po_troph_thinE.jpg,Infected RBCs showing developing (lower) and ring-form (upper two) trophozoites of  in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/17/Po_troph_thinE.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Trophozoites,Blood,Po_troph_thinF.jpg,Trophozoites of P. ovale in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/17/Po_troph_thinF.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Gametocyte,Blood,Po_gametocyte_thickA.jpg,Gametocyte of P. ovale in a thick blood smear.,https://www.cdc.gov//dpdx/malaria/images/18/Po_gametocyte_thickA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Gametocyte,Blood,Po_gametocyte_thickB.jpg,Gametocyte of P. ovale (red arrow) nestled between two white blood cells in a thick blood smear.,https://www.cdc.gov//dpdx/malaria/images/18/Po_gametocyte_thickB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Gametocyte,Blood,Po_gametocyte_thinA.jpg,"Microgametocyte of P. ovale in a thin blood smear. Note the elongated, oval shape and the Schüffner's dots.",https://www.cdc.gov//dpdx/malaria/images/18/Po_gametocyte_thinA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Gametocyte,Blood,Po_gametocyte_thinB.jpg,Macrogametocyte of P. ovale in a thin blood smear. Note the fimbriation.,https://www.cdc.gov//dpdx/malaria/images/18/Po_gametocyte_thinB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Gametocyte,Blood,Po_gametocyte_thinC.jpg,Macrogametocyte of P. ovale in a thin blood smear. Note the fimbriation.,https://www.cdc.gov//dpdx/malaria/images/18/Po_gametocyte_thinC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Gametocyte,Blood,Po_gametocyte_thinD.jpg,"Macrogametocyte of P. ovale in a thin blood smear, showing Schüffner's dots.",https://www.cdc.gov//dpdx/malaria/images/18/Po_gametocyte_thinD.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Gametocyte,Blood,Po_gametocyte_thinE.jpg,Macrogametocyte of P. ovale in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/18/Po_gametocyte_thinE.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Gametocyte,Blood,Po_gametocyte_thinF.jpg,Macrogametocyte of P. ovale in a thin blood smear.,https://www.cdc.gov//dpdx/malaria/images/18/Po_gametocyte_thinF.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,Schizont,Blood,Po_schizont_thickA.jpg,Schizont of P. ovale in a thick blood smear.,https://www.cdc.gov//dpdx/malaria/images/19/Po_schizont_thickA.jpg
